locus_tag	symbol	old_locus_tag	product	GO_process	biotype	tpm_lw1	tpm_lw2	tpm_lw3	tpm_ld1	tpm_ld2	tpm_ld3	tpm_lc1	tpm_lc2	tpm_lc3	tpm_sw1	tpm_sw2	tpm_sw3	tpm_sd1	tpm_sd2	tpm_sd3	tpm_sc1	tpm_sc2	tpm_sc3	base_mean_rl_dw	logfc_rl_dw	padj_rl_dw	base_mean_rl_dc	logfc_rl_dc	padj_rl_dc	base_mean_rl_dwc	logfc_rl_dwc	padj_rl_dwc	base_mean_rs_dw	logfc_rs_dw	padj_rs_dw	base_mean_rs_dc	logfc_rs_dc	padj_rs_dc	base_mean_rs_dwc	logfc_rs_dwc	padj_rs_dwc	de_rl_dw	de_rl_dc	de_rl_dwc	de_rs_dw	de_rs_dc	de_rs_dwc	de_cat_rl	de_cat_rs
SPY_RS00060	ftsH	SPy_0015	ATP-dependent zinc metalloprotease FtsH	GO:0006508 - proteolysis [Evidence IEA] | GO:0051301 - cell division [Evidence IEA]	mRNA	686.2221049957374	687.88410432175306	423.4834503227712	838.0382653417599	587.9068948960521	827.6656370191785	676.8778969230376	705.2069577205793	537.4042899765304	106.52386816549706	90.24735828475978	96.16248913441396	383.5694349373765	338.468178419407	229.77440246913508	157.0146230692993	82.44722937781007	81.57147379827431	28570.8814950884	0.243968290575647	0.324780238162706	30995.2890976914	0.14824309256704	0.564833822878279	28273.7354635832	0.267156546897028	0.337447087889938	13560.815906707	0.721697734244943	5.7383501110583e-4	14077.0949139931	0.808524763117312	3.42945762143987e-5	11211.8252066882	0.72079476719732	4.01823833071702e-4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00065	yfnA	SPy_0016	amino acid permease	GO:0055085 - transmembrane transport [Evidence IEA]	mRNA	100.98976843389173	100.17540276011385	56.46092210540432	85.55461126701282	55.56986207445741	78.31930581421437	87.13464871238574	114.03787608738459	59.093301922336735	5.798719783111502	6.601146645609825	5.652881206454916	19.703618547208276	16.41855917069211	14.396844601581263	8.48866736777011	5.577073350475631	6.225819264177686	2348.94920792761	-0.0578746596144222	0.825375199869292	2484.44194842446	-0.067656995416294	0.80890334346839	2433.58400781416	-0.0570959234955479	0.858971820065486	533.967316702072	0.530071702406013	0.00739387237301602	564.41324115578	0.504255384617642	0.0161540091335976	458.993848049422	0.529979514295065	0.012446684449746	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00210	p40	SPy_0019	CHAP domain-containing protein	-	mRNA	1520.729481173811	1668.4766814933823	972.6259378120084	1254.262475853932	976.210880016113	1091.3757409477564	1256.8894217040852	1665.6164700270883	1088.663110187819	182.9756801786269	175.05755404450719	154.6701715972381	364.25542293283576	301.48982108750596	265.0560650352161	292.273965660215	189.47826738033868	146.15008718037254	31883.7089195263	-0.121099060584258	0.628335659848609	32934.0912262573	-0.111925353727505	0.683224188323828	32840.397180482	-0.125394053233235	0.682193751515781	10265.8360898773	-0.0170742723366518	0.941227668432322	11247.0478849583	-0.0943165697807746	0.645955266067108	9722.48562883682	-0.0118892323683856	0.959035761291178	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00215	prs	SPy_0020	ribose-phosphate diphosphokinase	GO:0009156 - ribonucleoside monophosphate biosynthetic process [Evidence IEA]	mRNA	1640.8202290659767	1338.8630114438367	1086.5163712376764	1312.4494534839407	1106.7312833563872	1496.209946888699	1692.6288155885964	1273.532251121139	1421.1610203723676	245.59795227381173	143.18602549147292	157.30059922628428	684.6662346322915	411.28604092215414	430.5985778690563	324.18247121960684	149.8294658314472	134.84998518450695	27355.9696770721	0.0170762852242768	0.959593730002447	30173.4815917316	-0.0545564103391131	0.860696890468069	28571.275135834	0.0113901787517285	0.962499149027355	11116.9411316722	0.567312888321058	3.72854911986254e-4	11541.5043644617	0.625227052086398	1.75471830007973e-4	9447.96527717558	0.57727960884598	4.78411954577977e-4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00220	recO	SPy_0021	DNA repair protein RecO	GO:0006281 - DNA repair [Evidence IEA] | GO:0006310 - DNA recombination [Evidence IEA]	mRNA	7.353931662480502	5.268206605541519	5.106796853198364	5.421766422535524	3.923278800660398	5.356259100582099	5.823876375780439	6.641366037768268	4.117567252626368	3.1683803796224157	4.23734591726345	2.4234669109691582	5.556049228747883	7.202803608619416	6.712300421008997	5.5243708266440406	3.5184268478052805	2.314043047022565	86.9038625459868	-0.0601846288954058	0.811185921493447	88.3814001072823	-0.0310173564686178	0.904326255496862	88.1410215265727	-0.0493330291034221	0.859893822868994	130.072460683639	0.0916674687196854	0.729031203737811	138.042691421124	0.0621981504229973	0.834292738200338	118.605981779732	0.0876829210497538	0.753793914119967	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00225	plsX	SPy_0022	phosphate acyltransferase PlsX	GO:0008610 - lipid biosynthetic process [Evidence IEA]	mRNA	81.1066436257057	67.45185957452267	53.074210152883	60.99487225352465	46.60855215184553	63.348064362653666	61.29160218059252	80.50140651840324	42.53961667869616	18.782419305227407	23.862948060378375	19.34113015485001	39.98371141402494	52.099125140230335	45.819116706354556	26.37550217842856	22.27655137941831	19.945271032221417	1332.56354724012	-0.0805979053411536	0.766414031762433	1336.96290373642	-0.0129147960553946	0.966690233462366	1334.33312961652	-0.0681200407413432	0.813621950814958	1167.06929752923	0.24356947106555699	0.169748431483413	1230.74301094049	0.219288400097025	0.260173211396389	1039.73026087943	0.242231565012468	0.191280898811844	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00230	acpP_1	SPy_0023	phosphopantetheine-binding protein	-	mRNA	70.67945431161816	77.46214897777716	51.97584352810779	58.20289424533861	73.07179419541114	64.45822917623585	67.99393063814391	75.76076813454172	53.48262353689138	14.988319969355356	20.815032576030983	18.075887102328366	37.04032819165255	37.5992504612334	32.11909575399906	23.789228302269326	18.455830752053537	16.613642388879953	347.44281355082	0.0265189859969537	0.933400029681509	362.621455848024	0.0142454323831658	0.966690233462366	347.627633369658	0.026032724465432	0.949079349918217	229.630604243363	0.0850481484886633	0.733094808490094	239.747574326391	0.0930522809369611	0.717523066567637	207.427016356017	0.0804676986000309	0.750450063957666	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00235	purC	SPy_0024	phosphoribosylaminoimidazolesuccinocarboxamide synthase	GO:0006164 - purine nucleotide biosynthetic process [Evidence IEA]	mRNA	218.27095040766596	234.1101343900855	147.15398115369376	164.70811723164547	80.66394772585033	107.2373916949275	178.22260860823442	231.35076555859067	135.00188904153575	1.9547734152097724	1.9929286508965836	1.7991564497800494	4.96498016185981	2.005232232121379	4.09219067032202	2.347929271936414	1.272274290141563	1.4506891141268794	2365.23551350435	-0.535718616302295	0.0710361771078457	2347.94566419768	-0.378680035310047	0.171320383901263	2498.53259255243	-0.536760728485465	0.0653003897617642	69.2490231061087	-0.00594748945826151	0.988719077650786	65.0605109530941	0.17248834926697	0.487274437426306	58.8832095718502	-0.00341560652575211	0.992829578772368	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00240	purL	SPy_0025	phosphoribosylformylglycinamidine synthase	GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]	mRNA	116.62376408216362	110.7341398101988	98.73140582850169	91.81341355441985	29.728976790163635	62.806168584083075	95.14237310671888	103.74570153098759	78.55303844919884	2.9853351760349387	2.277586897812086	2.1749062021518086	6.609551316807565	2.515360346042399	5.399271154514262	2.884233195812389	1.9009228975503416	1.6541409161102214	6673.87441611956	-0.662025578480008	0.0444566472949802	6370.88012227812	-0.371896193840526	0.188717282025313	6951.41935365318	-0.683702443310811	0.0324896622157098	476.625796642599	0.0012133960174762	0.996110073591754	445.325426361149	0.260857838016175	0.258112180445127	402.768365371799	0.0054960867766422	0.989165755549999	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00245	purF	SPy_0026	amidophosphoribosyltransferase	GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]	mRNA	56.428158107054	46.534014635339936	52.575789788433134	52.93639032058475	4.022614602046191	25.964901371957374	53.98018731115789	50.29761075726131	33.05430173479485	1.9845220533401127	2.047169183250882	1.2592034259056244	4.6911384725201195	2.375040238274348	4.479035278055886	2.1702984610381315	1.381726966364193	1.368827113112666	1205.59839325418	-0.866043501761971	0.0452122622127322	1169.5926517456	-0.0428103302454359	0.564833822878279	1284.39034607455	-0.0882682120555855	0.351205741191727	140.402458405819	0.128988050411639	0.635731616529869	136.499227592409	0.316616272636879	0.202159036880434	119.176868189085	0.12235140437141	0.657780042331635	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00250	purM	SPy_0027	phosphoribosylformylglycinamidine cyclo-ligase	GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA] | GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]	mRNA	66.8647070953689	64.51621931009204	67.82305451250659	61.597528559571195	5.56668391469656	25.70714383577368	66.59416146048967	61.771255218784134	40.3183491393532	4.939481210476307	6.372696190432946	4.638099091509663	8.407394140861898	4.9902121775259145	9.945999135228359	4.630182200601879	5.653766172542317	4.6830008985898575	1042.16951219882	-1.14309254104469	0.0189665016236399	977.976292450304	-0.688461907197019	0.0663085725696106	1109.6998157587	-0.102235224259651	0.263168704166146	245.095634740696	-0.239451579173503	0.336649111215299	239.403321044539	-0.0752745467342877	0.783331324423249	223.615532013651	-0.22781908642525	0.372998064074492	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	rlw	NA
SPY_RS00255	purN	SPy_0028	phosphoribosylglycinamide formyltransferase	GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]	mRNA	54.468783029804904	47.49928982726083	46.90523898894411	55.2682019188694	4.560334450237902	18.440675822378285	55.019637670407	48.614146682356804	29.025510562973224	1.5371512956154065	1.4683036492821857	0.9310949795158012	4.324708588863216	1.9811453584622631	5.523074908086645	2.2024650467727858	1.7833182967128711	1.309334627188485	437.912400972707	-0.914156689630204	0.0425192446384454	426.850073165401	-0.234540993796691	0.102253428140275	468.473032646159	-1.03297487389734	0.0252642846662279	47.8651602358879	0.271332638059262	0.305170191621534	54.44808355762	0.132885661419727	0.588754309391758	42.9873658732002	0.233569364852789	0.35300030412982	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00260	purH	-	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	GO:0006164 - purine nucleotide biosynthetic process [Evidence IEA] | GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]	mRNA	72.50249777122856	68.70108962924202	35.130011841304096	75.07061200433802	8.507128264501755	14.803971932735854	73.2462771492566	59.95482659888055	34.2607928697455	1.504955446325907	1.7971118241515123	0.9711209088677842	3.020294202836785	1.9617653835640534	4.376346975000908	1.4641306118828294	1.4785384860706885	1.530000554882898	1468.85017701832	-0.847737133678649	0.0444566472949802	1502.99213498934	-0.94085938424775	0.0275576900132759	1599.47332501526	-0.951164335003917	0.0252642846662279	120.888773943608	0.111028008495446	0.676218666690355	125.68521162482	0.1479843833421	0.552378192537848	107.234003808523	0.10595073600102	0.695394942908004	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00270	purD	SPy_0032	phosphoribosylamine--glycine ligase	GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA] | GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]	mRNA	115.43233017125792	122.87904648896959	56.939574771727344	85.92205118032054	73.53302909264308	65.23583814518656	81.18524624620272	103.91548859439567	83.47733382255835	3.4989385351799838	3.0630652203116684	2.4676423923940423	7.5243652469891344	2.5021405353857915	5.615679732504364	3.198336757050824	2.7606834265982356	2.3385079571077476	2342.80179022697	-0.136476890315685	0.581804480846828	2360.6692896483	-0.0954020695723882	0.731090624449948	2388.29308536444	-0.129396122642018	0.633502469784392	184.948086367732	-0.111455170250979	0.67045358008953	177.926489847632	0.0369375318517659	0.913156554084527	162.670342603084	-0.102051891713714	0.705735883221455	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00275	purE	SPy_0033	5-(carboxyamino)imidazole ribonucleotide mutase	GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]	mRNA	89.5924113514393	110.8250779824283	54.480803502169856	71.95792809196303	53.61304015692702	46.66879411464027	73.90045490840828	88.95896282518424	66.67069488406518	7.002618179486228	8.110247448831585	7.447727580051559	11.332307725708333	5.321020489481979	11.779975048632231	6.935862361470701	7.166574481264187	6.7285251674963815	747.819446104766	-0.27905413946589	0.270149118831612	744.054201757715	-0.189884131841889	0.440407539926008	772.040765691515	-0.26156788576548	0.324865398326891	156.560285754448	-0.436399799935643	0.0953080898323387	149.979498876311	-0.195730251309449	0.424359720697905	144.781789608991	-0.409545338310897	0.125930146923179	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00280	purK	SPy_0034	5-(carboxyamino)imidazole ribonucleotide synthase	GO:0006189 - 'de novo' IMP biosynthetic process [Evidence IEA]	mRNA	92.25281311787691	105.55543570265175	52.53438952781825	73.14142309249469	40.17262149806944	46.36260025952929	78.94821206324674	93.07356751964325	66.11973392049114	9.104335080283345	10.622643719667208	9.273119628392516	13.711646630164116	6.825174884832751	14.822148120781797	8.55980145185757	10.108220460636373	7.392606794828428	1553.88998102504	-0.335711241910683	0.20760842055158	1595.25283025561	-0.379648658372925	0.153113444258847	1653.45596716065	-0.341370854615943	0.216581121664021	433.460683761844	-0.524681389193151	0.0319444272819311	408.414066553488	-0.2105561874236	0.380314703826646	398.823939419579	-0.512800267408774	0.0388114843697678	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00285	SPy_0035	SPy_0035	AIPR family protein	-	mRNA	23.490980611627954	18.111863585474858	15.465766528408768	15.068918468024053	6.110005583276661	9.93359001079319	17.134291338680615	20.82312841967821	10.556150060610921	3.9518425012908724	4.273159059860375	3.386186079700589	6.26576354628867	4.363236801375223	9.839766343947531	3.826096423064266	3.9320256582118587	3.699870286749835	507.51599141666	-0.711151343942863	0.0183821274877902	483.026546780143	-0.282922780670325	0.27270451788321	529.096957997394	-0.697963780152168	0.0242224737733129	312.698886620715	-0.0790160073551452	0.765702991403345	314.047573357097	0.0197208532534713	0.95575382605134	281.451230580125	-0.0719843450645907	0.794158293328633	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00290	purB	SPy_0036	adenylosuccinate lyase	GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]	mRNA	118.85728065159903	106.01196262148862	104.29240348457539	106.31810108456597	56.888452883079395	72.0987080788688	107.97600181893775	97.58787674648566	88.23440285801999	19.66705934399955	17.885956646248435	16.94912981853247	31.189932967414155	18.64752247826719	35.18188701711845	20.10888487817467	17.701296028131676	16.131808212868357	2587.1595838869	-0.280824102318079	0.265245255671034	2561.59147673136	-0.174094379945193	0.47702045968369	2649.33209646541	-0.274745684042769	0.299816268878862	1090.62978803082	-0.220359547929948	0.293995246337882	1085.8557938724	-0.0814661721353204	0.743777231318257	996.791428113144	-0.204320959771804	0.316938855817682	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00295	rgg4	SPy_0037	transcriptional regulator Rgg4/ComR	-	mRNA	3.374583772750099	3.3272883824472754	1.874732002687294	4.444970447625278	2.645115865076826	3.317844706028587	3.0108155457133168	3.058523833182755	2.0052823412872822	1.3311994709624824	1.2940924858124527	0.9271968546015604	3.509083723419715	1.75103582160453	2.5419946157574818	1.0331601730509676	0.6782769015046899	0.8263101082890293	61.5124925784421	0.0943736725739217	0.665329829565226	63.0649602869544	0.0969487951666297	0.675766660443783	58.831169475187	0.0784231479766344	0.74613865400172	59.4051985133787	0.113497287444496	0.676218666690355	52.4589726470207	0.53515069349096	0.0841764022751405	47.286251917225	0.096083575653561	0.726598830680303	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00300	ruvB	SPy_0038	Holliday junction branch migration DNA helicase RuvB	GO:0006281 - DNA repair [Evidence IEA] | GO:0006310 - DNA recombination [Evidence IEA]	mRNA	420.21756803782165	425.58566335036767	286.6983357692876	429.1874808824586	384.42194310989817	434.9594188539226	458.49698058672504	467.9670051357196	388.21425628174194	61.781657843003856	61.713758745691855	72.51254840471543	169.6346922182574	115.77645758844284	113.27202647630547	83.20423510030525	66.6886738041584	67.11013490383779	8523.64528402664	0.142278529294491	0.56063853334917	9663.24180652395	-0.0163692510355741	0.959150238527327	8871.52477647553	0.13666818074986	0.607271262131132	3472.68891375767	0.0975659439896815	0.669648678151817	3656.36780858842	0.0938182732582818	0.691865283705748	3147.46200072966	0.101168158617455	0.661508327849783	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00305	ptpA	SPy_0039	low molecular weight phosphotyrosine protein phosphatase	-	mRNA	123.87093452709024	117.56039123872787	75.17484792393098	96.97477687683664	71.1478548967981	89.199492966912	107.76358787425103	122.85286566003717	77.73318315103717	36.85761615566762	41.18810213161199	28.476374630365733	55.76979551184946	54.809426669329845	49.694640555234535	48.7226250287079	34.53079831167164	25.99238489361616	891.703060183628	-0.101894681996916	0.688189889375226	926.812111781897	-0.0986461984087201	0.729151541642029	919.774976195848	-0.0947885394277111	0.74613865400172	713.578468402671	-0.226498325618122	0.2200799874428	715.555758653646	-0.0996693646467821	0.652155164145995	657.021020449046	-0.216178001026174	0.276002474395397	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
SPY_RS00310	SPy_0040	SPy_0040	membrane protein	-	mRNA	96.6849933311569	80.91021786719737	46.50996178838271	70.7008301115482	33.545790437646694	57.44910736812625	71.48478783059534	84.27415900299707	46.36411454571115	28.894385289854476	36.62824389125452	26.527363408932207	49.320302668623924	52.68445630317246	53.440061932063756	42.37998857491197	29.544527005243086	23.968278706106517	542.90279341509	-0.168758112679982	0.489071536592709	541.478127877881	-0.0978185583959185	0.704808030689152	556.886503489995	-0.168923754593447	0.54362665581377	597.678180345921	-0.0834731996306565	0.693081013505862	605.802995026933	0.00151167974432162	0.993207117433142	543.675791351375	-0.0759751748746984	0.739190239339753	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA
